,unixtime,latitudine,longitudine,altitudine,precisione_orizzontale,precisione_verticale,geometry,delta_tempo,distanza_orizzontale,distanza_verticale,distanza_reale,pendenza,velocita,delta_velocita,accelerazione,pendenza_radianti,accelerazione_max,distanza_percorsa,time_from_start,stato,nome_impianto,impianto_inizio,impianto_fine,time_from_start_minuti,velocita_kmh,impianti,delta_minuti,discesa
0,1734866632.0,46.50608,12.932135,1757.265539,2.1,3.8,POINT (1439598.683069871 5861823.131830524),6.0,14.9213371597163,-0.02271599999994578,14.921354450939985,-0.08722609160207567,inf,-0.2182466961741727,-0.036374449362362116,-0.001522382492102396,-0.01493456647867713,14.921354450939985,0.0,Discesa,,Valvan,Valvan,126.41666666666667,8.952812670563992,Valvan-Valvan,46.150000000000006,4
1,1734866709.0,46.506043,12.932274,1755.442893,1.9,4.2,POINT (1439614.1564790912 5861817.147588453),77.0,16.59028468866472,-1.822646000000077,16.690104388297257,-6.2695002229387935,1.477938335340962,-2.2701378060445787,-0.029482309169410113,-0.10942342134480047,-1.0713029016485924,31.611458839237244,77.0,Discesa,,Valvan,Valvan,127.7,0.7803165688035081,Valvan-Valvan,1.2833333333333314,4
2,1734866717.0,46.505992,12.932394,1754.00453,2.1,4.7,POINT (1439627.5148179864 5861808.899045249),8.0,15.699798821180629,-1.4383629999999812,15.765550137731116,-5.234634284831598,2.00655567431866,1.7539391647709706,0.21924239559637132,-0.09136160340809005,-0.8950110149489837,47.37700897696836,85.0,Discesa,,Valvan,Valvan,127.83333333333333,7.0944975619790025,Valvan-Valvan,0.13333333333332575,4
3,1734866721.0,46.505933,12.932504,1753.545898,1.8,6.4,POINT (1439639.7599619736 5861799.356622571),4.0,15.52421920226416,-0.45863199999985227,15.530992407163527,-1.692196989351165,2.544593314414324,1.9120543345744923,0.47801358364362306,-0.029534409056513253,-0.2896904332992492,62.90800138413189,89.0,Discesa,,Valvan,Valvan,127.9,13.977893166447174,Valvan-Valvan,0.06666666666667709,4
4,1734866724.0,46.505887,12.932675,1751.678144,1.8,6.4,POINT (1439658.7955948992 5861791.916774786),3.0,20.43787307774156,-1.8677540000001045,20.52303975892435,-5.22158016366797,3.2646929142935055,2.9582651511839018,0.9860883837279673,-0.09113376601283048,-0.8927852284666309,83.43104114305625,92.0,Discesa,,Valvan,Valvan,127.95,24.627647710709223,Valvan-Valvan,0.04999999999999716,4
5,1734866727.0,46.50583,12.93283,1750.343791,1.5,6.2,POINT (1439676.050115972 5861782.6978417),3.0,19.56290430114248,-1.3343529999999646,19.60835848877381,-3.902005631835798,3.9046509334167183,-0.30489375671684726,-0.10163125223894909,-0.06810284570689634,-0.667572603667663,103.03939963183007,95.0,Discesa,,Valvan,Valvan,128.0,23.53003018652857,Valvan-Valvan,0.04999999999999716,4
6,1734866730.0,46.505749,12.932906,1749.230489,1.5,4.9,POINT (1439684.5103972724 5861769.597269206),3.0,15.594914534810401,-1.113301999999976,15.634602671358317,-4.083348747675955,4.35945314583141,-1.3245852724718308,-0.44152842415727694,-0.07126788015413257,-0.6985462214532195,118.67400230318839,98.0,Discesa,,Valvan,Valvan,128.05,18.76152320562998,Valvan-Valvan,0.05000000000001137,4
7,1734866733.0,46.505644,12.932958,1747.525504,1.4,3.8,POINT (1439690.2990107937 5861752.615074654),3.0,17.941654837478968,-1.7049850000000788,18.02248462774924,-5.428482891046502,4.87235002922154,0.795960652130308,0.2653202173767693,-0.09474489983694208,-0.9280575456420633,136.69648693093762,101.0,Discesa,,Valvan,Valvan,128.1,21.62698155329909,Valvan-Valvan,0.04999999999998295,4
8,1734866737.0,46.505556,12.932882,1744.205092,1.4,3.8,POINT (1439681.8387294936 5861738.382403535),4.0,16.557333325950623,-3.320412000000033,16.88698974703246,-11.33969366746681,5.2657192003875455,-1.7857474391582988,-0.4464368597895747,-0.19791499066484683,-1.9288956888082678,153.58347667797008,105.0,Discesa,,Valvan,Valvan,128.16666666666666,15.198290772329214,Valvan-Valvan,0.06666666666666288,4
9,1734866740.0,46.505452,12.932822,1742.724348,1.3,3.8,POINT (1439675.159560046 5861721.5620037345),3.0,18.097987566372304,-1.4807439999999588,18.158462400382426,-4.677416483816566,5.724731302611751,1.8310733633693603,0.6103577877897868,-0.08163631812965515,-0.7999630320953645,171.74193907835252,108.0,Discesa,,Valvan,Valvan,128.21666666666667,21.79015488045891,Valvan-Valvan,0.05000000000001137,4
10,1734866743.0,46.505385,12.932939,1739.613561,1.3,3.8,POINT (1439688.1839404686 5861710.725801675),3.0,16.94277900689936,-3.110787000000073,17.225990718562436,-10.4039426558402,6.128689615035079,-0.31082389393999676,-0.10360796464666559,-0.18158305453309476,-1.771556769568923,188.96792979691494,111.0,Discesa,,Valvan,Valvan,128.26666666666668,20.67118886227492,Valvan-Valvan,0.05000000000001137,4
11,1734866746.0,46.505388,12.933108,1737.840596,1.3,3.8,POINT (1439706.996934413 5861711.211004467),3.0,18.819249796447984,-1.7729649999998855,18.90258098229795,-5.381960847668817,6.564331919343565,0.5588634212451709,0.18628780708172363,-0.09393293700524584,-0.9201276093612308,207.8705107792129,114.0,Discesa,,Valvan,Valvan,128.31666666666666,22.68309717875754,Valvan-Valvan,0.04999999999998295,4
12,1734866750.0,46.505441,12.933285,1734.28333,1.5,3.8,POINT (1439726.700484283 5861719.782924867),4.0,21.487384597341812,-3.557266000000027,21.779849361940922,-9.40013637861564,7.006282173797914,-0.8558979869474186,-0.21397449673685465,-0.16406332994333922,-1.6022507263516916,229.65036014115384,118.0,Discesa,,Valvan,Valvan,128.38333333333333,19.60186442574683,Valvan-Valvan,0.06666666666666288,4
13,1734866752.0,46.505464,12.933436,1732.291042,1.5,3.8,POINT (1439743.509727393 5861723.502817453),2.0,17.215930261828547,-1.9922879999999168,17.330824165488714,-6.601106430561191,7.4094355291992775,3.2204497422591265,1.6102248711295633,-0.11521104148786322,-1.1277216301644966,246.98118430664255,120.0,Discesa,,Valvan,Valvan,128.41666666666666,31.195483497879685,Valvan-Valvan,0.03333333333333144,4
14,1734866754.0,46.505529,12.933571,1730.192237,2.3,3.8,POINT (1439758.53785865 5861734.015565879),2.0,18.340191071623643,-2.098805000000084,18.45989141278163,-6.528384261806836,7.832687480245304,0.564533623646458,0.282266811823229,-0.11394180020390877,-1.1153520131621582,265.4410757194242,122.0,Discesa,,Valvan,Valvan,128.45,33.22780454300693,Valvan-Valvan,0.03333333333333144,4
15,1734866756.0,46.50556,12.933708,1728.40675,2.3,3.8,POINT (1439773.7886288885 5861739.029342632),2.0,16.05378304936972,-1.7854869999998755,16.152767998810578,-6.346302460158573,8.175305140206817,-1.153561706985526,-0.576780853492763,-0.11076387325718336,-1.0843731223830215,281.5938437182348,124.0,Discesa,,Valvan,Valvan,128.48333333333332,29.074982397859042,Valvan-Valvan,0.03333333333333144,4
16,1734866761.0,46.505651,12.933788,1724.681477,2.5,3.8,POINT (1439782.6941881522 5861753.747219937),5.0,17.202467792932346,-3.7252730000000156,17.60120896675577,-12.218987806155598,8.349629377255551,-4.556142206054135,-0.911228441210827,-0.21326156847845382,-2.07627374909441,299.19505268499057,129.0,Discesa,,Valvan,Valvan,128.56666666666666,12.672870456064155,Valvan-Valvan,0.08333333333334281,4
17,1734866763.0,46.505735,12.933855,1723.317398,2.7,3.9,POINT (1439790.1525940353 5861767.332974703),2.0,15.498404785065212,-1.3640790000001743,15.558318109614989,-5.029878366572082,8.6497109531342,4.25891726145634,2.12945863072817,-0.08778793847151713,-0.8600939314727033,314.7533707946056,131.0,Discesa,,Valvan,Valvan,128.6,28.00497259730698,Valvan-Valvan,0.03333333333333144,4
18,1734866766.0,46.505848,12.933918,1719.558734,1.9,3.9,POINT (1439797.1657219552 5861785.609082683),3.0,19.57549708478537,-3.7586639999999534,19.933079069259122,-10.86900115847756,8.99157626499935,-1.1347993650544534,-0.37826645501815115,-0.18969985661851144,-1.8498142565874063,334.6864498638647,134.0,Discesa,,Valvan,Valvan,128.65,23.91969488311095,Valvan-Valvan,0.05000000000001137,4
19,1734866768.0,46.505934,12.933973,1716.300049,1.8,3.8,POINT (1439803.288293949 5861799.5183584625),2.0,15.197165542630094,-3.258685000000014,15.542614595341691,-12.10250512818497,9.270769353331936,1.1269476079178045,0.5634738039589022,-0.2112285622263261,-2.056777490936515,350.2290644592064,136.0,Discesa,,Valvan,Valvan,128.68333333333334,27.976706271615043,Valvan-Valvan,0.03333333333333144,4
20,1734866770.0,46.506028,12.934059,1714.399727,1.7,3.8,POINT (1439812.861770157 5861814.721545532),2.0,17.9663113572155,-1.90032199999996,18.0665316950458,-6.037805733452192,9.607711204023971,1.2619585498520545,0.6309792749260272,-0.10537958964453188,-1.0318615180085537,368.2955961542522,138.0,Discesa,,Valvan,Valvan,128.71666666666667,32.51975705108244,Valvan-Valvan,0.03333333333333144,4
21,1734866772.0,46.506063,12.934213,1710.885622,1.6,3.8,POINT (1439830.0049717394 5861820.382313391),2.0,18.05363268833791,-3.5141049999999723,18.392460063744814,-11.01478300482276,9.943407159891352,0.16296418434950688,0.08148209217475344,-0.19224422982687162,-1.8743207776731063,386.68805621799703,140.0,Discesa,,Valvan,Valvan,128.75,33.106428114740666,Valvan-Valvan,0.03333333333333144,4
22,1734866774.0,46.505942,12.934336,1706.182792,1.4,3.8,POINT (1439843.697269107 5861800.8122457),2.0,23.884441727986278,-4.702829999999949,24.34303117252393,-11.13900732872481,10.420506440886447,2.9752855543895578,1.4876427771947789,-0.1944123532900263,-1.8951938225372682,411.03108739052095,142.0,Discesa,,Valvan,Valvan,128.78333333333333,43.81745611054308,Valvan-Valvan,0.03333333333333144,4
