1740038397.639000,46.506091,12.932092,1788.098358,349.3,0.152876,2.1,3.8
1740038398.645000,46.506090,12.932094,1788.116024,357.1,0.114843,2.1,3.8
1740038496.647000,46.506077,12.932230,1762.500000,88.8,2.884657,8.8,3.8
1740038499.647000,46.506026,12.932377,1762.500000,131.0,4.127661,8.7,3.8
1740038504.644000,46.505961,12.932484,1759.928128,131.9,0.975399,8.5,3.8
1740038509.645000,46.505924,12.932643,1758.790366,114.0,3.354243,8.6,3.8
1740038512.644000,46.505868,12.932782,1757.877238,117.9,3.807869,8.7,4.3
1740038514.645000,46.505828,12.932907,1756.843149,116.7,5.335372,8.7,4.8
1740038517.641000,46.505742,12.933012,1755.403198,151.6,3.505506,8.7,4.6
1740038520.647000,46.505635,12.933028,1753.118938,190.8,4.196712,8.8,3.8
1740038523.648000,46.505550,12.932913,1751.282640,213.1,4.094267,9.9,3.8
1740038526.648000,46.505441,12.932854,1748.920103,204.3,3.706480,9.1,3.8
1740038530.643000,46.505417,12.933037,1746.198634,100.7,3.034806,8.9,3.9
1740038531.645000,46.505449,12.933162,1745.043168,80.0,4.641514,9.2,4.0
1740038533.641000,46.505499,12.933365,1741.045886,68.2,7.666809,9.0,4.0
1740038535.644000,46.505554,12.933532,1738.020518,66.2,6.399758,8.9,3.8
1740038537.648000,46.505610,12.933700,1735.444635,62.5,5.912289,8.7,4.0
1740038539.645000,46.505663,12.933808,1733.460363,62.6,5.498726,10.4,4.3
1740038543.638000,46.505753,12.933848,1728.996673,41.0,3.361415,8.5,5.1
1740038545.643000,46.505856,12.933902,1726.672920,26.6,5.071935,9.0,5.6
1740038547.645000,46.505953,12.933906,1723.698453,4.4,5.000172,9.3,6.5
1740038549.649000,46.506046,12.933983,1721.396225,37.0,5.123948,9.1,6.9
1740038551.645000,46.506117,12.934120,1718.209541,42.6,5.847266,8.3,6.9
1740038553.648000,46.506158,12.934272,1715.703588,85.9,5.330479,8.6,6.2
1740038557.644000,46.506088,12.934355,1713.540884,128.2,1.735366,8.1,4.4
1740038577.641000,46.506101,12.934354,1711.581932,24.5,0.000000,8.8,3.8
1740038577.641000,46.506101,12.934354,1711.581932,24.5,0.000000,8.8,3.8
1740038588.646000,46.505993,12.934453,1711.269595,146.8,4.384918,9.5,3.8
1740038590.648000,46.505908,12.934511,1710.454938,152.3,5.109112,8.4,4.0
1740038592.648000,46.505823,12.934562,1707.996552,155.8,4.709549,9.9,4.3
1740038595.649000,46.505716,12.934593,1705.369307,188.0,4.017991,6.8,4.5
1740038598.646000,46.505587,12.934566,1703.211706,194.4,5.234822,8.4,4.3
1740038601.647000,46.505465,12.934548,1699.898003,192.4,5.017478,9.9,4.2
1740038603.652000,46.505370,12.934469,1696.815507,212.3,6.297120,8.3,4.1
1740038605.650000,46.505257,12.934394,1694.111105,207.4,6.777522,11.7,4.0
1740038607.649000,46.505143,12.934316,1691.905535,206.5,6.584190,7.3,4.0
1740038609.655000,46.505017,12.934223,1690.139193,206.4,8.516257,7.0,4.0
1740038611.649000,46.504870,12.934118,1687.396857,208.5,9.601011,9.9,3.9
1740038613.649000,46.504706,12.933998,1682.979931,205.8,10.104362,9.5,3.8
1740038614.646000,46.504621,12.933943,1681.400418,202.5,10.086066,7.9,3.9
1740038616.644000,46.504462,12.933887,1678.145424,195.6,8.922344,8.3,4.1
1740038618.648000,46.504324,12.933955,1676.198890,169.7,8.173331,11.7,4.4
1740038620.652000,46.504196,12.933966,1674.046097,175.9,7.230329,8.1,4.5
1740038622.653000,46.504072,12.934037,1671.724657,158.7,7.789172,7.4,4.3
1740038624.646000,46.503941,12.934129,1670.420746,151.0,8.107762,9.5,4.2
1740038626.652000,46.503800,12.934217,1668.697506,151.8,8.365623,9.4,4.1
1740038628.648000,46.503672,12.934326,1665.332555,153.9,9.139483,9.4,4.0
1740038630.653000,46.503533,12.934439,1662.107940,149.8,8.696661,8.2,3.9
1740038632.649000,46.503384,12.934527,1658.382603,161.9,8.614782,8.2,3.8
1740038634.650000,46.503257,12.934580,1656.520928,160.1,7.566968,7.9,3.9
1740038636.651000,46.503131,12.934583,1653.813586,179.9,7.191461,9.5,4.0
1740038638.653000,46.503005,12.934632,1650.803798,146.1,7.519664,8.5,4.2
1740038640.647000,46.502876,12.934761,1645.653102,151.0,8.603437,9.1,4.4
1740038642.655000,46.502750,12.934937,1640.807180,137.1,9.342741,8.8,4.6
1740038643.640000,46.502693,12.935049,1636.386134,134.3,9.586384,9.3,4.7
1740038644.639000,46.502634,12.935206,1633.440239,124.2,13.093452,8.4,5.0
1740038645.639000,46.502591,12.935384,1631.222937,115.3,12.349392,8.4,5.3
1740038646.654000,46.502568,12.935585,1629.637369,103.3,12.727633,8.4,5.8
1740038647.642000,46.502543,12.935761,1626.810540,105.0,12.322561,8.5,5.8
1740038648.654000,46.502515,12.935929,1626.166543,106.0,13.115256,8.4,6.3
1740038649.645000,46.502495,12.936095,1624.970798,100.1,12.570105,7.9,6.6
1740038650.647000,46.502470,12.936240,1623.929190,102.0,12.201509,10.7,6.6
1740038652.645000,46.502403,12.936430,1621.636192,99.1,10.333598,10.7,6.5
1740038653.647000,46.502404,12.936566,1620.700298,91.2,10.647614,10.8,6.4
1740038655.644000,46.502370,12.936756,1618.513910,104.0,7.723816,9.4,6.1
1740038657.647000,46.502388,12.936986,1617.067159,82.1,8.216799,9.4,5.8
1740038659.645000,46.502375,12.937237,1614.866255,93.0,10.107980,9.3,5.5
1740038661.638000,46.502323,12.937352,1610.480567,101.0,11.084845,8.8,4.9
1740038662.649000,46.502309,12.937498,1608.970113,94.1,11.073210,8.8,4.5
1740038663.644000,46.502300,12.937662,1605.218986,97.0,12.751410,8.8,4.4
1740038664.652000,46.502287,12.937843,1602.253446,94.1,13.381505,8.9,4.0
1740038665.639000,46.502280,12.937993,1599.620234,91.1,12.824819,6.8,4.0
1740038666.657000,46.502298,12.938131,1595.058809,82.1,13.268126,9.1,4.1
1740038667.646000,46.502295,12.938307,1592.392394,89.9,13.815986,9.2,4.1
1740038668.647000,46.502304,12.938475,1590.852313,83.1,12.857545,9.2,4.2
1740038669.648000,46.502323,12.938651,1589.655074,80.0,13.427052,8.9,4.2
1740038670.647000,46.502320,12.938808,1586.387635,87.9,12.410063,7.4,4.1
1740038671.646000,46.502296,12.938980,1585.673725,98.8,13.584615,8.6,4.1
1740038672.652000,46.502288,12.939152,1584.812784,90.2,12.198671,8.6,4.0
1740038674.651000,46.502286,12.939427,1582.114475,94.9,12.240911,9.0,3.9
1740038675.647000,46.502285,12.939572,1581.007259,88.1,11.092560,8.2,3.9
1740038676.647000,46.502286,12.939716,1579.947554,92.0,11.089727,8.4,3.9
1740038677.651000,46.502273,12.939862,1577.309288,96.9,11.422146,8.6,3.9
1740038678.641000,46.502246,12.940017,1575.692884,100.9,11.771084,7.7,4.0
1740038679.643000,46.502216,12.940167,1575.252100,100.4,11.606334,7.6,4.2
1740038681.644000,46.502101,12.940284,1570.675203,109.8,9.802573,8.6,4.7
1740038682.645000,46.502002,12.940343,1569.766409,112.7,9.649193,8.6,4.9
1740038683.646000,46.501931,12.940446,1567.814029,119.7,9.974161,5.3,5.3
1740038684.655000,46.501860,12.940546,1564.744167,125.1,10.177049,5.3,5.3
1740038685.656000,46.501797,12.940682,1562.816184,123.5,11.086067,8.8,5.3
1740038686.653000,46.501762,12.940834,1560.564688,114.1,10.334433,8.9,4.9
1740038687.649000,46.501758,12.940969,1557.233857,99.3,9.960052,6.8,4.7
1740038689.649000,46.501806,12.941179,1555.001312,73.6,9.516002,6.8,4.5
1740038691.648000,46.501904,12.941378,1551.478593,60.7,9.418972,8.7,4.2
1740038693.649000,46.501992,12.941609,1548.952434,61.9,10.266546,7.8,4.3
1740038695.654000,46.502049,12.941743,1544.907524,52.7,8.931334,8.9,4.2
1740038697.652000,46.502100,12.941928,1541.301544,67.0,8.756370,7.2,4.3
1740038699.645000,46.502168,12.942103,1539.313193,54.2,6.350506,8.2,4.3
1740038702.646000,46.502240,12.942197,1537.068398,42.8,1.363289,5.8,4.5
1740038712.643000,46.502338,12.942256,1534.957252,6.3,3.662518,8.0,5.0
1740038715.643000,46.502477,12.942209,1531.421241,356.5,5.158625,8.1,5.8
1740038716.645000,46.502568,12.942238,1529.957134,11.2,7.779917,8.1,6.1
1740038718.648000,46.502742,12.942224,1525.326943,3.6,8.914059,10.1,6.7
1740038720.653000,46.502918,12.942207,1522.673506,7.0,10.349429,8.8,5.9
1740038721.647000,46.503012,12.942198,1521.543406,1.1,10.432383,9.1,5.8
1740038723.650000,46.503172,12.942176,1518.233912,360.0,8.738161,6.5,5.4
1740038725.643000,46.503357,12.942191,1515.835771,2.0,10.530744,5.1,5.2
1740038727.645000,46.503519,12.942214,1511.593690,2.9,9.173701,5.1,5.3
1740038729.652000,46.503670,12.942199,1509.464552,358.1,9.279215,6.9,5.7
1740038731.644000,46.503839,12.942188,1506.871084,353.1,9.525849,8.3,6.1
1740038733.644000,46.504008,12.942214,1503.219947,1.9,9.773015,9.0,5.8
1740038734.647000,46.504098,12.942220,1502.713450,1.0,9.695820,9.4,5.8
1740038736.644000,46.504273,12.942192,1498.769792,356.9,8.231940,9.4,5.6
1740038738.647000,46.504408,12.942190,1497.806796,344.1,8.117399,10.4,6.0
1740038740.645000,46.504529,12.942115,1496.292772,329.7,5.689852,8.1,5.8
1740038743.644000,46.504587,12.942006,1494.953314,290.0,2.762634,8.9,4.9
1740038763.640000,46.504632,12.941924,1495.060501,-1.0,0.000000,9.4,4.1
1740038763.640000,46.504632,12.941924,1495.060501,-1.0,0.000000,9.4,4.1
1740038765.645000,46.504642,12.941901,1495.231136,288.5,0.851870,10.3,4.1
1740038856.648000,46.504638,12.941766,1494.539033,265.9,0.103621,5.6,3.0
1740038883.490000,46.504607,12.941642,1494.432622,232.5,0.108921,7.8,3.0
1740038892.236000,46.504557,12.941534,1494.008825,226.5,1.233869,6.3,3.7
1740038895.646000,46.504475,12.941415,1497.291692,224.5,2.893843,6.0,3.5
1740038898.647000,46.504394,12.941306,1500.126980,222.3,3.591722,6.0,4.5
1740038901.647000,46.504312,12.941198,1503.470076,221.9,3.677456,5.8,7.4
1740038904.645000,46.504314,12.940807,1506.750780,240.8,3.707721,6.4,10.4
1740038906.642000,46.504304,12.940645,1509.254705,244.4,3.748800,7.9,9.3
1740038908.794000,46.504271,12.940519,1512.072492,246.6,3.772827,5.6,4.7
1740038911.646000,46.504227,12.940379,1517.815696,245.4,3.513960,7.2,4.4
1740038914.639000,46.504179,12.940248,1525.349157,247.0,3.690186,7.7,3.8
1740038917.644000,46.504135,12.940110,1532.351744,249.5,3.427573,7.8,4.4
1740038920.650000,46.504086,12.939969,1539.775615,247.1,3.550214,6.7,4.5
1740038923.646000,46.504040,12.939823,1546.346977,249.0,3.916322,6.1,4.1
1740038926.648000,46.503996,12.939670,1553.890705,250.0,4.083662,6.1,3.9
1740038929.645000,46.503956,12.939521,1561.833501,250.0,3.891747,7.1,3.8
1740038932.646000,46.503916,12.939371,1569.019037,248.0,3.593292,6.2,3.8
1740038935.648000,46.503872,12.939250,1577.654800,243.0,3.420348,5.3,3.9
1740038938.649000,46.503825,12.939138,1586.104805,245.8,2.305776,5.6,3.9
1740038942.647000,46.503770,12.938974,1594.177583,244.0,3.642146,3.7,3.8
1740038945.648000,46.503717,12.938833,1597.176216,245.0,3.644346,4.0,3.8
1740038948.654000,46.503664,12.938688,1600.060661,246.0,4.271739,3.2,3.8
1740038951.647000,46.503619,12.938537,1603.639258,247.0,4.218961,5.8,3.8
1740038954.639000,46.503573,12.938385,1606.809781,243.0,4.041685,4.8,3.8
1740038957.643000,46.503527,12.938245,1610.517020,244.0,3.840168,3.6,3.8
1740038960.647000,46.503479,12.938095,1614.194852,245.0,4.312152,3.9,3.8
1740038963.646000,46.503434,12.937955,1614.786911,245.0,4.099235,3.5,3.8
1740038966.643000,46.503384,12.937806,1614.825981,244.0,4.340062,6.0,3.8
1740038969.646000,46.503333,12.937661,1615.857992,244.0,4.220117,4.9,3.8
1740038972.645000,46.503278,12.937509,1616.458402,244.0,4.271120,5.2,3.8
1740038975.646000,46.503232,12.937374,1617.266044,244.0,4.177611,4.8,3.8
1740038978.643000,46.503181,12.937236,1618.227000,244.0,3.980839,3.1,3.8
1740038981.643000,46.503135,12.937105,1619.901021,244.0,4.023899,3.1,3.8
1740038984.641000,46.503085,12.936959,1621.908663,242.0,4.024571,3.1,3.8
1740038987.646000,46.503034,12.936823,1624.035351,245.0,4.388409,4.0,3.8
1740038990.645000,46.502981,12.936675,1625.665174,245.0,4.101971,3.5,3.8
1740038993.647000,46.502934,12.936535,1628.105829,245.0,4.518699,3.0,3.8
1740038996.640000,46.502881,12.936376,1629.275410,244.0,3.770977,3.1,3.8
1740038999.640000,46.502831,12.936224,1631.500000,244.0,4.749027,2.9,3.8
1740039002.650000,46.502782,12.936071,1631.500000,245.0,4.059842,4.6,3.8
1740039005.648000,46.502732,12.935917,1632.400024,246.0,4.458915,3.2,3.8
1740039008.647000,46.502685,12.935770,1632.400024,243.0,4.406881,3.0,3.8
1740039011.648000,46.502638,12.935617,1632.400024,244.8,4.297704,3.1,3.8
1740039014.641000,46.502592,12.935464,1635.134255,245.3,4.273979,5.0,3.8
1740039017.645000,46.502545,12.935321,1637.622871,243.8,4.213262,3.9,3.8
1740039020.643000,46.502490,12.935176,1639.512034,242.9,4.098230,2.8,3.9
1740039023.651000,46.502439,12.935048,1641.597290,242.8,4.052809,2.7,4.5
1740039026.648000,46.502382,12.934899,1643.994112,242.4,4.115529,3.0,4.4
1740039029.640000,46.502321,12.934755,1646.298525,239.3,3.858194,3.1,3.9
1740039032.648000,46.502258,12.934609,1650.519559,238.4,3.798810,4.2,4.7
1740039035.648000,46.502212,12.934461,1656.529864,241.1,3.821106,2.7,4.4
1740039039.648000,46.502175,12.934314,1665.765483,241.7,3.798512,2.5,5.2
1740039042.647000,46.502127,12.934167,1672.368467,241.0,3.642268,2.4,4.9
1740039045.646000,46.502083,12.934024,1679.780817,243.8,3.712523,3.0,4.0
1740039048.650000,46.502038,12.933893,1686.518860,242.3,3.403471,3.6,3.8
1740039051.646000,46.501995,12.933770,1694.519597,242.4,3.918374,5.7,3.8
1740039054.647000,46.501961,12.933648,1701.965190,243.8,3.466367,4.0,4.3
1740039058.647000,46.501926,12.933495,1712.162843,243.5,3.524185,2.8,4.6
1740039062.651000,46.501876,12.933332,1722.579246,243.1,3.625185,3.2,4.1
1740039065.648000,46.501832,12.933200,1730.611191,243.4,3.772792,4.5,3.8
1740039068.643000,46.501783,12.933055,1737.084018,244.6,4.182169,2.6,4.0
1740039071.650000,46.501739,12.932908,1740.901762,244.0,3.913394,3.0,3.9
1740039074.648000,46.501689,12.932760,1744.493957,243.0,4.173495,2.5,3.8
1740039077.647000,46.501641,12.932611,1748.637761,245.0,3.970669,3.2,3.8
1740039080.647000,46.501598,12.932476,1752.476654,244.0,4.115816,2.9,3.8
1740039083.642000,46.501559,12.932349,1756.889749,244.0,3.951401,3.4,3.8
1740039086.645000,46.501518,12.932215,1762.000356,245.0,4.012041,2.5,3.8
1740039089.646000,46.501476,12.932078,1766.637299,243.4,4.246508,4.0,3.8
1740039092.650000,46.501422,12.931926,1766.729458,244.0,4.418928,4.1,3.8
1740039095.644000,46.501366,12.931777,1767.685824,244.0,4.140418,2.6,3.8
1740039098.642000,46.501310,12.931626,1768.276741,244.0,4.372648,4.0,3.8
1740039101.647000,46.501259,12.931478,1769.022389,244.0,4.141675,2.9,3.8
1740039104.648000,46.501210,12.931330,1770.084304,244.4,4.253583,2.5,3.8
1740039107.647000,46.501164,12.931191,1770.867352,244.0,3.909715,2.5,3.8
1740039110.644000,46.501114,12.931041,1772.769068,244.0,4.235084,3.0,3.8
1740039113.641000,46.501068,12.930897,1774.315129,244.0,4.147503,2.6,3.8
1740039116.642000,46.501020,12.930744,1775.912433,245.0,4.145609,4.0,3.8
1740039119.641000,46.500974,12.930598,1777.669937,245.4,4.119435,2.9,3.8
1740039122.650000,46.500924,12.930444,1779.741547,245.0,4.203917,3.5,3.8
1740039125.649000,46.500874,12.930299,1782.660766,244.1,4.026785,3.1,3.8
1740039128.640000,46.500826,12.930151,1784.794692,245.0,4.130382,3.0,3.8
1740039131.646000,46.500782,12.930014,1787.549847,244.0,4.226699,2.7,3.8
1740039134.643000,46.500738,12.929871,1790.142622,244.0,3.992975,2.5,3.8
1740039137.648000,46.500694,12.929727,1792.970470,244.0,4.412630,2.3,3.8
1740039140.648000,46.500647,12.929579,1795.455339,244.0,4.050014,2.6,3.8
